train,test
2.583858925688004E-4,2.570762826226345E-4
2.5807466109144256E-4,2.568523762515186E-4
2.5780671927110163E-4,2.5666738999017473E-4
2.5752924999791196E-4,2.5621421402729827E-4
2.570507138160872E-4,2.5547555540766025E-4
2.5609479951363613E-4,2.5409241382985757E-4
2.548340051166491E-4,2.530378986607163E-4
2.5367195643742006E-4,2.52092002023505E-4
2.529953881223502E-4,2.515177892944192E-4
2.5258891692925235E-4,2.514644954110651E-4
2.522644660182229E-4,2.514341223319354E-4
2.519232358723947E-4,2.5165485257014987E-4
2.517343185455551E-4,2.516001794671429E-4
2.5153449424498807E-4,2.5137418511138364E-4
2.5118947091252476E-4,2.509099816505151E-4
2.5073366531055036E-4,2.502170732933792E-4
2.501937569546681E-4,2.4994496785449115E-4
2.499134359899103E-4,2.494631007761655E-4
2.4970642017949405E-4,2.493578982089886E-4
2.4954257149286746E-4,2.492178518944105E-4
2.493832379993021E-4,2.49179486525496E-4
2.492261354700764E-4,2.491732398989623E-4
2.490864610264736E-4,2.4908241502107244E-4
2.489501260671753E-4,2.489380047428798E-4
2.4873208267212657E-4,2.485775426497834E-4
2.4833455398397535E-4,2.482952474693542E-4
2.477674447918321E-4,2.474875886207026E-4
2.4710113207235057E-4,2.4737813639635827E-4
2.461985183446753E-4,2.4710137566548364E-4
2.4550680828217897E-4,2.463562971582991E-4
2.448047758139982E-4,2.4641011191937196E-4
2.4421554899258527E-4,2.460089864981517E-4
2.4365071236048363E-4,2.466468779728711E-4
2.4336882374630564E-4,2.4599132847143276E-4
2.4312953468688366E-4,2.456663511048102E-4
2.430101258693041E-4,2.454239540445577E-4
2.428428920048333E-4,2.452101863132382E-4
2.4265222689800637E-4,2.447132770403826E-4
2.4228150155702183E-4,2.4397130297277854E-4
2.415783260284894E-4,2.4283315666947093E-4
2.4085640293409975E-4,2.4224857084917325E-4
2.402736647416356E-4,2.4194317548504034E-4
2.3992977659165646E-4,2.4207124198461383E-4
2.3943807032415998E-4,2.420333947153049E-4
2.3902374049924704E-4,2.4219065623061714E-4
2.3867936036676797E-4,2.420483037966235E-4
2.3861580239444786E-4,2.420130733955946E-4
2.3837733444875877E-4,2.4174793964199304E-4
2.383099598485975E-4,2.4160847987576915E-4
2.3820421094988026E-4,2.4144225158059246E-4
2.3807069014040758E-4,2.414298622172083E-4
2.378939491267632E-4,2.4128621102170232E-4
2.376613698144855E-4,2.410352329138097E-4
2.3750827723552177E-4,2.40804846901263E-4
2.3730903821647876E-4,2.4004473165541659E-4
2.3702752388476492E-4,2.3939208826377525E-4
2.3666811689741372E-4,2.3839475540806643E-4
2.3619816664421423E-4,2.3761446334449022E-4
2.3561702930294015E-4,2.370149026006463E-4
2.3518248230617735E-4,2.3698485901390025E-4
2.3497516324646588E-4,2.3684731308134825E-4
2.3480918415344154E-4,2.3670587568577902E-4
2.3461090540108104E-4,2.3620236768051752E-4
2.3436024966718848E-4,2.3586403176811677E-4
2.3406887888942232E-4,2.3461940171149394E-4
2.3359602742291068E-4,2.3450805703521197E-4
2.3327489319336162E-4,2.339351211285799E-4
2.3300046881561653E-4,2.3375595702862856E-4
2.3283578138600638E-4,2.3356750061591584E-4
2.3273674608689134E-4,2.3331503636415328E-4
2.325906892918902E-4,2.3289695787217013E-4
2.3239570153294725E-4,2.3256128922732232E-4
2.3221409512102248E-4,2.322512852336878E-4
2.3197105660799003E-4,2.319987079683824E-4
2.3177352029330798E-4,2.3214116220257515E-4
2.316088712589789E-4,2.319949243524122E-4
2.3147106106501664E-4,2.3196457701680224E-4
2.3133859117578352E-4,2.3166322875423317E-4
2.312091220942189E-4,2.313078399780813E-4
2.3096676211483168E-4,2.3054349258541483E-4
2.3068919413927035E-4,2.2959052916679488E-4
2.305377308806864E-4,2.2931535484086774E-4
2.3019798575141346E-4,2.292134463549054E-4
2.299896801660179E-4,2.292164579745788E-4
2.2959059936266413E-4,2.2890919549570362E-4
2.2921500793078735E-4,2.288182474705716E-4
2.2864495121506978E-4,2.2837261582179944E-4
2.282091153514026E-4,2.2868503922966456E-4
2.2793038466482915E-4,2.2836888313014996E-4
2.2781275324055888E-4,2.284765298482064E-4
2.2774192929224987E-4,2.2837736952982375E-4
2.2765963735382096E-4,2.2843576498734322E-4
2.27564515764273E-4,2.2809468605073795E-4
2.2745347566753652E-4,2.2784534800301455E-4
2.273445396436994E-4,2.2775852812468854E-4
2.2724442777227993E-4,2.2755784521805064E-4
2.2714368512014835E-4,2.2765795198764768E-4
2.2701504709098002E-4,2.2767267832256345E-4
2.2684564144376723E-4,2.277238023848016E-4
2.2665362188948324E-4,2.276264343487969E-4
2.2642363939037998E-4,2.2732614605741334E-4
2.2610504628063635E-4,2.2683055783169573E-4
2.2584199356031403E-4,2.264614882414728E-4
2.2562949790190702E-4,2.2588562022309434E-4
2.255199631323789E-4,2.2584476862068625E-4
2.2545014973757459E-4,2.2580685771095003E-4
2.2537579967936262E-4,2.2582809948599647E-4
2.2529620767037603E-4,2.2572858774474864E-4
2.251591253452372E-4,2.2561953014490905E-4
2.2500154084953756E-4,2.2527334324922105E-4
2.2480022996345856E-4,2.2498503167041832E-4
2.246249200397778E-4,2.249339406772709E-4
2.244950697712689E-4,2.2473612460671293E-4
2.2437847185292304E-4,2.248026521320865E-4
2.2427463422525036E-4,2.2500443207322136E-4
2.2413401688479642E-4,2.2495107518676787E-4
2.239518343307952E-4,2.248453452907642E-4
2.2365500502348606E-4,2.2454976798759617E-4
2.2342926745302612E-4,2.2419537220373406E-4
2.2310966239495885E-4,2.2352622149036092E-4
2.2295483671071667E-4,2.2340250339603863E-4
2.2246142639245164E-4,2.234273582026512E-4
2.221984060685099E-4,2.2332702865543002E-4
2.2208889951456644E-4,2.2361249367548817E-4
2.220156020585098E-4,2.2344131675204512E-4
2.2198397078619658E-4,2.2335316143371094E-4
2.219537578081186E-4,2.2325435867124113E-4
2.2191525987129974E-4,2.2312341505376342E-4
2.2184143464716558E-4,2.230843408004658E-4
2.2171065761764883E-4,2.227712849271558E-4
2.21543951236378E-4,2.2292783313302035E-4
2.2138759283473608E-4,2.2273989759880115E-4
2.2125002851188378E-4,2.2272026150642964E-4
2.2111259845005387E-4,2.2258660139701895E-4
2.2099087607000315E-4,2.226592832056699E-4
2.2095508776026314E-4,2.2248363803247396E-4
2.207933608374032E-4,2.2238493028960726E-4
2.2071927347423447E-4,2.2234272160328962E-4
2.2064905340385407E-4,2.2229130044274905E-4
2.2058796079932065E-4,2.2223971997367158E-4
2.2049367734767875E-4,2.2212141226636824E-4
2.2037538849907506E-4,2.2214852444839555E-4
2.2022989518723538E-4,2.2184746646830556E-4
2.2007940366451122E-4,2.2180873882425852E-4
2.1983824900170994E-4,2.2163303093801875E-4
2.1953963447137224E-4,2.2127424767717573E-4
2.192361045290966E-4,2.2120514051661587E-4
2.19036140390214E-4,2.2121460792566352E-4
2.1883425765496423E-4,2.2112869762345064E-4
2.1874382131963115E-4,2.216614275956063E-4
2.185889198762225E-4,2.2160549373031728E-4
2.185199330526458E-4,2.2155710284279826E-4
2.1847477206266792E-4,2.216653007573665E-4
2.18404671568828E-4,2.2177741522082502E-4
2.1823234587654638E-4,2.2168660615851156E-4
